	,name,taxRank,taxID,environment,sampleID,mappingTool
96	96,Stenotrophomonas maltophilia,species,40324,gut,mga0j310,centrifuge
97	97,Butyrivibrio proteoclasticus,species,43305,gut,mga0j310,centrifuge
98	98,Rothia mucilaginosa,species,43675,gut,mga0j310,centrifuge
99	99,Bacteroides caccae,species,47678,gut,mga0j310,centrifuge
100	100,Prevotella dentalis,species,52227,gut,mga0j310,centrifuge
101	101,Lachnoclostridium phytofermentans,species,66219,gut,mga0j310,centrifuge
102	102,Selenomonas sputigena,species,69823,gut,mga0j310,centrifuge
103	103,Collinsella aerofaciens,species,74426,gut,mga0j310,centrifuge
104	104,Prevotella enoeca,species,76123,gut,mga0j310,centrifuge
105	105,Streptococcus constellatus,species,76860,gut,mga0j310,centrifuge
106	106,[Clostridium] saccharolyticum,species,84030,gut,mga0j310,centrifuge
107	107,[Clostridium] thermosuccinogenes,species,84032,gut,mga0j310,centrifuge
108	108,Slackia heliotrinireducens,species,84110,gut,mga0j310,centrifuge
109	109,Eggerthella lenta,species,84112,gut,mga0j310,centrifuge
110	110,Achromobacter xylosoxidans,species,85698,gut,mga0j310,centrifuge
111	111,Burkholderia cenocepacia,species,95486,gut,mga0j310,centrifuge
112	112,Streptococcus infantarius,species,102684,gut,mga0j310,centrifuge
113	113,Olsenella uli,species,133926,gut,mga0j310,centrifuge
114	114,Filifactor alocis,species,143361,gut,mga0j310,centrifuge
115	115,Streptococcus lutetiensis,species,150055,gut,mga0j310,centrifuge
116	116,Clostridium saccharobutylicum,species,169679,gut,mga0j310,centrifuge
117	117,Butyrivibrio hungatei,species,185008,gut,mga0j310,centrifuge
118	118,Paludibacter propionicigenes,species,185300,gut,mga0j310,centrifuge
119	119,Acidaminococcus intestini,species,187327,gut,mga0j310,centrifuge
120	120,Streptococcus pasteurianus,species,197614,gut,mga0j310,centrifuge
121	121,[Clostridium] bolteae,species,208479,gut,mga0j310,centrifuge
122	122,Alistipes finegoldii,species,214856,gut,mga0j310,centrifuge
123	123,Bifidobacterium longum,species,216816,gut,mga0j310,centrifuge
124	124,Clostridium carboxidivorans,species,217159,gut,mga0j310,centrifuge
125	125,Bacteroides cellulosilyticus,species,246787,gut,mga0j310,centrifuge
126	126,Ethanoligenens harbinense,species,253239,gut,mga0j310,centrifuge
127	127,[Clostridium] clariflavum,species,288965,gut,mga0j310,centrifuge
128	128,Bacteroides helcogenes,species,290053,gut,mga0j310,centrifuge
129	129,Flavonifractor plautii,species,292800,gut,mga0j310,centrifuge
130	130,Roseburia hominis,species,301301,gut,mga0j310,centrifuge
131	131,Capnocytophaga leadbetteri,species,327575,gut,mga0j310,centrifuge
132	132,Oscillibacter valericigenes,species,351091,gut,mga0j310,centrifuge
133	133,Bacteroides dorei,species,357276,gut,mga0j310,centrifuge
134	134,Bacteroides salanitronis,species,376805,gut,mga0j310,centrifuge
135	135,Barnesiella viscericola,species,397865,gut,mga0j310,centrifuge
136	136,Adlercreutzia equolifaciens,species,446660,gut,mga0j310,centrifuge
137	137,Eggerthella sp. YY7918,species,502558,gut,mga0j310,centrifuge
138	138,Pseudomonas chlororaphis,species,587753,gut,mga0j310,centrifuge
139	139,Prevotella fusca,species,589436,gut,mga0j310,centrifuge
140	140,Bifidobacterium kashiwanohense,species,630129,gut,mga0j310,centrifuge
141	141,Anaerostipes hadrus,species,649756,gut,mga0j310,centrifuge
142	142,Prevotella sp. oral taxon 299,species,652716,gut,mga0j310,centrifuge
143	143,Selenomonas sp. oral taxon 478,species,712538,gut,mga0j310,centrifuge
144	144,Tannerella sp. oral taxon HOT-286,species,712710,gut,mga0j310,centrifuge
145	145,Lachnospiraceae bacterium oral taxon 500,species,712991,gut,mga0j310,centrifuge
146	146,Selenomonas sp. oral taxon 136,species,713030,gut,mga0j310,centrifuge
147	147,Clostridium sp. BNL1100,species,755731,gut,mga0j310,centrifuge
148	148,Clostridium sp. SY8519,species,1042156,gut,mga0j310,centrifuge
149	149,Elizabethkingia anophelis,species,1117645,gut,mga0j310,centrifuge
150	150,Ruminococcus bicirculans,species,1160721,gut,mga0j310,centrifuge
151	151,Prevotella jejuni,species,1177574,gut,mga0j310,centrifuge
152	152,Intestinimonas butyriciproducens,species,1297617,gut,mga0j310,centrifuge
153	153,Capnocytophaga sp. oral taxon 878,species,1316596,gut,mga0j310,centrifuge
154	154,Gordonibacter urolithinfaciens,species,1335613,gut,mga0j310,centrifuge
155	155,Erysipelothrix larvae,species,1514105,gut,mga0j310,centrifuge
156	156,Coriobacteriaceae bacterium 68-1-3,species,1531429,gut,mga0j310,centrifuge
157	157,Ruminococcaceae bacterium CPB6,species,1572656,gut,mga0j310,centrifuge
158	158,Petrimonas mucosa,species,1642646,gut,mga0j310,centrifuge
159	159,Proteiniphilum saccharofermentans,species,1642647,gut,mga0j310,centrifuge
160	160,Herbinix luporum,species,1679721,gut,mga0j310,centrifuge
161	161,Faecalibaculum rodentium,species,1702221,gut,mga0j310,centrifuge
162	162,Negativicoccus massiliensis,species,1702287,gut,mga0j310,centrifuge
163	163,Turicibacter sp. H121,species,1712675,gut,mga0j310,centrifuge
164	164,Bacteroides caecimuris,species,1796613,gut,mga0j310,centrifuge
165	165,Blautia sp. YL58,species,1796616,gut,mga0j310,centrifuge
166	166,Olsenella sp. Marseille-P2300,species,1805478,gut,mga0j310,centrifuge
167	167,Christensenella massiliensis,species,1805714,gut,mga0j310,centrifuge
168	168,Lachnoclostridium sp. YL32,species,1834196,gut,mga0j310,centrifuge
169	169,Ruminiclostridium sp. KB18,species,1834198,gut,mga0j310,centrifuge
170	170,Parabacteroides sp. YL27,species,1834200,gut,mga0j310,centrifuge
171	171,Erysipelotrichaceae bacterium I46,species,1834207,gut,mga0j310,centrifuge
172	172,Gordonibacter massiliensis,species,1841863,gut,mga0j310,centrifuge
173	173,Murdochiella vaginalis,species,1852373,gut,mga0j310,centrifuge
174	174,Lachnoclostridium phocaeense,species,1871021,gut,mga0j310,centrifuge
175	175,Selenomonas sp. oral taxon 920,species,1884263,gut,mga0j310,centrifuge
176	176,Phoenicibacter massiliensis,species,1944646,gut,mga0j310,centrifuge
177	177,Parabacteroides sp. CT06,species,2025876,gut,mga0j310,centrifuge
178	178,Mordavella sp. Marseille-P3756,species,2086584,gut,mga0j310,centrifuge
179	179,Victivallales bacterium CCUG 44730,species,2094242,gut,mga0j310,centrifuge
0	0,Pseudomonas putida,species,303,gut,mga0em52,centrifuge
1	1,Escherichia coli,species,562,gut,mga0em52,centrifuge
2	2,Klebsiella pneumoniae,species,573,gut,mga0em52,centrifuge
3	3,Haemophilus parainfluenzae,species,729,gut,mga0em52,centrifuge
4	4,Bacteroides fragilis,species,817,gut,mga0em52,centrifuge
5	5,Bacteroides thetaiotaomicron,species,818,gut,mga0em52,centrifuge
6	6,Bacteroides vulgatus,species,821,gut,mga0em52,centrifuge
7	7,Parabacteroides distasonis,species,823,gut,mga0em52,centrifuge
8	8,Porphyromonas gingivalis,species,837,gut,mga0em52,centrifuge
9	9,Faecalibacterium prausnitzii,species,853,gut,mga0em52,centrifuge
10	10,Megasphaera elsdenii,species,907,gut,mga0em52,centrifuge
11	11,Ruminococcus albus,species,1264,gut,mga0em52,centrifuge
12	12,Streptococcus suis,species,1307,gut,mga0em52,centrifuge
13	13,Streptococcus agalactiae,species,1311,gut,mga0em52,centrifuge
14	14,Blautia hansenii,species,1322,gut,mga0em52,centrifuge
15	15,Streptococcus anginosus,species,1328,gut,mga0em52,centrifuge
16	16,Enterococcus faecium,species,1352,gut,mga0em52,centrifuge
17	17,Clostridium botulinum,species,1491,gut,mga0em52,centrifuge
18	18,Clostridioides difficile,species,1496,gut,mga0em52,centrifuge
19	19,Bifidobacterium bifidum,species,1681,gut,mga0em52,centrifuge
20	20,Bifidobacterium breve,species,1685,gut,mga0em52,centrifuge
21	21,Eubacterium limosum,species,1736,gut,mga0em52,centrifuge
22	22,Tannerella forsythia,species,28112,gut,mga0em52,centrifuge
23	23,Bacteroides heparinolyticus,species,28113,gut,mga0em52,centrifuge
24	24,Bacteroides ovatus,species,28116,gut,mga0em52,centrifuge
25	25,Odoribacter splanchnicus,species,28118,gut,mga0em52,centrifuge
26	26,Bacteroides zoogleoformans,species,28119,gut,mga0em52,centrifuge
27	27,Prevotella intermedia,species,28131,gut,mga0em52,centrifuge
28	28,Ornithobacterium rhinotracheale,species,28251,gut,mga0em52,centrifuge
29	29,Salmonella enterica,species,28901,gut,mga0em52,centrifuge
30	30,Veillonella parvula,species,29466,gut,mga0em52,centrifuge
31	31,[Eubacterium] eligens,species,39485,gut,mga0em52,centrifuge
32	32,[Eubacterium] hallii,species,39488,gut,mga0em52,centrifuge
33	33,[Eubacterium] rectale,species,39491,gut,mga0em52,centrifuge
34	34,Dialister pneumosintes,species,39950,gut,mga0em52,centrifuge
35	35,Butyrivibrio proteoclasticus,species,43305,gut,mga0em52,centrifuge
36	36,Bacteroides caccae,species,47678,gut,mga0em52,centrifuge
37	37,[Clostridium] saccharolyticum,species,84030,gut,mga0em52,centrifuge
38	38,Butyrivibrio hungatei,species,185008,gut,mga0em52,centrifuge
39	39,[Clostridium] bolteae,species,208479,gut,mga0em52,centrifuge
40	40,Alistipes finegoldii,species,214856,gut,mga0em52,centrifuge
41	41,Bifidobacterium longum,species,216816,gut,mga0em52,centrifuge
42	42,Akkermansia muciniphila,species,239935,gut,mga0em52,centrifuge
43	43,Klebsiella variicola,species,244366,gut,mga0em52,centrifuge
44	44,Bacteroides cellulosilyticus,species,246787,gut,mga0em52,centrifuge
45	45,Ethanoligenens harbinense,species,253239,gut,mga0em52,centrifuge
46	46,Bacteroides helcogenes,species,290053,gut,mga0em52,centrifuge
47	47,Flavonifractor plautii,species,292800,gut,mga0em52,centrifuge
48	48,Roseburia hominis,species,301301,gut,mga0em52,centrifuge
49	49,Oscillibacter valericigenes,species,351091,gut,mga0em52,centrifuge
50	50,Bacteroides dorei,species,357276,gut,mga0em52,centrifuge
51	51,Bacteroides salanitronis,species,376805,gut,mga0em52,centrifuge
52	52,Barnesiella viscericola,species,397865,gut,mga0em52,centrifuge
53	53,Klebsiella sp. 2N3,species,585494,gut,mga0em52,centrifuge
54	54,Anaerostipes hadrus,species,649756,gut,mga0em52,centrifuge
55	55,Lachnospiraceae bacterium oral taxon 500,species,712991,gut,mga0em52,centrifuge
56	56,Clostridium sp. SY8519,species,1042156,gut,mga0em52,centrifuge
57	57,Ruminococcus bicirculans,species,1160721,gut,mga0em52,centrifuge
58	58,Intestinimonas butyriciproducens,species,1297617,gut,mga0em52,centrifuge
59	59,Ruminococcaceae bacterium CPB6,species,1572656,gut,mga0em52,centrifuge
60	60,Bacteroides caecimuris,species,1796613,gut,mga0em52,centrifuge
61	61,Blautia sp. YL58,species,1796616,gut,mga0em52,centrifuge
62	62,Christensenella massiliensis,species,1805714,gut,mga0em52,centrifuge
63	63,Lachnoclostridium sp. YL32,species,1834196,gut,mga0em52,centrifuge
64	64,Ruminiclostridium sp. KB18,species,1834198,gut,mga0em52,centrifuge
65	65,Parabacteroides sp. YL27,species,1834200,gut,mga0em52,centrifuge
66	66,Burkholderiales bacterium YL45,species,1834205,gut,mga0em52,centrifuge
67	67,Erysipelotrichaceae bacterium I46,species,1834207,gut,mga0em52,centrifuge
68	68,Lachnoclostridium phocaeense,species,1871021,gut,mga0em52,centrifuge
69	69,Parabacteroides sp. CT06,species,2025876,gut,mga0em52,centrifuge
70	70,Mordavella sp. Marseille-P3756,species,2086584,gut,mga0em52,centrifuge
0	0,Actinobacteria,class,1760,gut,mga03a71,centrifuge
0	0,Pseudomonas,genus,286,gut,mga06686,centrifuge
1	1,Bacteroides,genus,816,gut,mga06686,centrifuge
0	0,Clostridiales,order,186802,gut,mga03d62,centrifuge
0	0,Clostridiales,order,186802,gut,mga0rj68,centrifuge
0	0,Myxococcus fulvus,species,33,gut,mga04684,centrifuge
1	1,Sorangium cellulosum,species,56,gut,mga04684,centrifuge
2	2,Treponema succinifaciens,species,167,gut,mga04684,centrifuge
3	3,Azospirillum brasilense,species,192,gut,mga04684,centrifuge
4	4,Azospirillum lipoferum,species,193,gut,mga04684,centrifuge
5	5,Campylobacter coli,species,195,gut,mga04684,centrifuge
6	6,Campylobacter jejuni,species,197,gut,mga04684,centrifuge
7	7,Pseudomonas aeruginosa,species,287,gut,mga04684,centrifuge
8	8,Burkholderia cepacia,species,292,gut,mga04684,centrifuge
9	9,Pseudomonas fluorescens,species,294,gut,mga04684,centrifuge
10	10,Pseudomonas mendocina,species,300,gut,mga04684,centrifuge
11	11,Pseudomonas putida,species,303,gut,mga04684,centrifuge
12	12,Ralstonia solanacearum,species,305,gut,mga04684,centrifuge
13	13,Pseudomonas stutzeri,species,316,gut,mga04684,centrifuge
14	14,Pseudomonas syringae,species,317,gut,mga04684,centrifuge
15	15,Agrobacterium tumefaciens,species,358,gut,mga04684,centrifuge
16	16,Rhizobium leguminosarum,species,384,gut,mga04684,centrifuge
17	17,Methylobacterium extorquens,species,408,gut,mga04684,centrifuge
18	18,Enterobacter cloacae,species,550,gut,mga04684,centrifuge
19	19,Escherichia coli,species,562,gut,mga04684,centrifuge
20	20,Klebsiella oxytoca,species,571,gut,mga04684,centrifuge
21	21,Klebsiella pneumoniae,species,573,gut,mga04684,centrifuge
22	22,Serratia marcescens,species,615,gut,mga04684,centrifuge
23	23,Aeromonas hydrophila,species,644,gut,mga04684,centrifuge
24	24,Bacteroides fragilis,species,817,gut,mga04684,centrifuge
25	25,Bacteroides thetaiotaomicron,species,818,gut,mga04684,centrifuge
26	26,Bacteroides vulgatus,species,821,gut,mga04684,centrifuge
27	27,Parabacteroides distasonis,species,823,gut,mga04684,centrifuge
28	28,Porphyromonas gingivalis,species,837,gut,mga04684,centrifuge
29	29,Prevotella ruminicola,species,839,gut,mga04684,centrifuge
30	30,Fusobacterium nucleatum,species,851,gut,mga04684,centrifuge
31	31,Faecalibacterium prausnitzii,species,853,gut,mga04684,centrifuge
32	32,Desulfovibrio desulfuricans,species,876,gut,mga04684,centrifuge
33	33,Desulfovibrio vulgaris,species,881,gut,mga04684,centrifuge
34	34,Desulfovibrio piger,species,901,gut,mga04684,centrifuge
35	35,Acidaminococcus fermentans,species,905,gut,mga04684,centrifuge
36	36,Megasphaera elsdenii,species,907,gut,mga04684,centrifuge
37	37,Selenomonas ruminantium,species,971,gut,mga04684,centrifuge
38	38,Rhodobacter sphaeroides,species,1063,gut,mga04684,centrifuge
39	39,Rhodopseudomonas palustris,species,1076,gut,mga04684,centrifuge
40	40,Ruminococcus albus,species,1264,gut,mga04684,centrifuge
41	41,Streptococcus salivarius,species,1304,gut,mga04684,centrifuge
42	42,Streptococcus suis,species,1307,gut,mga04684,centrifuge
43	43,Streptococcus agalactiae,species,1311,gut,mga04684,centrifuge
44	44,Blautia hansenii,species,1322,gut,mga04684,centrifuge
45	45,Streptococcus anginosus,species,1328,gut,mga04684,centrifuge
46	46,Enterococcus faecalis,species,1351,gut,mga04684,centrifuge
47	47,Enterococcus faecium,species,1352,gut,mga04684,centrifuge
48	48,Lactococcus lactis,species,1358,gut,mga04684,centrifuge
49	49,Bacillus cereus,species,1396,gut,mga04684,centrifuge
50	50,Paenibacillus polymyxa,species,1406,gut,mga04684,centrifuge
51	51,Bacillus subtilis,species,1423,gut,mga04684,centrifuge
52	52,Bacillus thuringiensis,species,1428,gut,mga04684,centrifuge
53	53,Clostridium botulinum,species,1491,gut,mga04684,centrifuge
54	54,Clostridium butyricum,species,1492,gut,mga04684,centrifuge
55	55,Clostridioides difficile,species,1496,gut,mga04684,centrifuge
56	56,Clostridium pasteurianum,species,1501,gut,mga04684,centrifuge
57	57,Clostridium perfringens,species,1502,gut,mga04684,centrifuge
58	58,Clostridium tetani,species,1513,gut,mga04684,centrifuge
59	59,Clostridium beijerinckii,species,1520,gut,mga04684,centrifuge
60	60,[Clostridium] cellulolyticum,species,1521,gut,mga04684,centrifuge
61	61,Clostridium kluyveri,species,1534,gut,mga04684,centrifuge
62	62,Clostridium baratii,species,1561,gut,mga04684,centrifuge
63	63,Bifidobacterium adolescentis,species,1680,gut,mga04684,centrifuge
64	64,Bifidobacterium bifidum,species,1681,gut,mga04684,centrifuge
65	65,Bifidobacterium angulatum,species,1683,gut,mga04684,centrifuge
66	66,Bifidobacterium breve,species,1685,gut,mga04684,centrifuge
67	67,Bifidobacterium catenulatum,species,1686,gut,mga04684,centrifuge
68	68,Bifidobacterium dentium,species,1689,gut,mga04684,centrifuge
69	69,Eubacterium limosum,species,1736,gut,mga04684,centrifuge
70	70,Streptomyces hygroscopicus,species,1912,gut,mga04684,centrifuge
71	71,Symbiobacterium thermophilum,species,2734,gut,mga04684,centrifuge
72	72,Bifidobacterium pseudocatenulatum,species,28026,gut,mga04684,centrifuge
73	73,Tannerella forsythia,species,28112,gut,mga04684,centrifuge
74	74,Bacteroides heparinolyticus,species,28113,gut,mga04684,centrifuge
75	75,Bacteroides ovatus,species,28116,gut,mga04684,centrifuge
76	76,Odoribacter splanchnicus,species,28118,gut,mga04684,centrifuge
77	77,Bacteroides zoogleoformans,species,28119,gut,mga04684,centrifuge
78	78,Prevotella denticola,species,28129,gut,mga04684,centrifuge
79	79,Prevotella intermedia,species,28131,gut,mga04684,centrifuge
80	80,Ornithobacterium rhinotracheale,species,28251,gut,mga04684,centrifuge
81	81,Anaerotignum propionicum,species,28446,gut,mga04684,centrifuge
82	82,Salmonella enterica,species,28901,gut,mga04684,centrifuge
83	83,[Clostridium] cellulosi,species,29343,gut,mga04684,centrifuge
84	84,Cellulosilyticum lentocellum,species,29360,gut,mga04684,centrifuge
85	85,Rhizobium etli,species,29449,gut,mga04684,centrifuge
86	86,Achromobacter denitrificans,species,32002,gut,mga04684,centrifuge
87	87,Variovorax paradoxus,species,34073,gut,mga04684,centrifuge
88	88,Heliobacterium modesticaldum,species,35701,gut,mga04684,centrifuge
89	89,Clostridium saccharoperbutylacetonicum,species,36745,gut,mga04684,centrifuge
90	90,[Eubacterium] eligens,species,39485,gut,mga04684,centrifuge
91	91,[Eubacterium] hallii,species,39488,gut,mga04684,centrifuge
92	92,[Eubacterium] rectale,species,39491,gut,mga04684,centrifuge
93	93,Stenotrophomonas maltophilia,species,40324,gut,mga04684,centrifuge
94	94,Butyrivibrio proteoclasticus,species,43305,gut,mga04684,centrifuge
95	95,Desulfovibrio fairfieldensis,species,44742,gut,mga04684,centrifuge
96	96,Bacteroides caccae,species,47678,gut,mga04684,centrifuge
97	97,Streptomyces lydicus,species,47763,gut,mga04684,centrifuge
98	98,Prevotella dentalis,species,52227,gut,mga04684,centrifuge
99	99,Paenibacillus mucilaginosus,species,61624,gut,mga04684,centrifuge
100	100,Lachnoclostridium phytofermentans,species,66219,gut,mga04684,centrifuge
101	101,Selenomonas sputigena,species,69823,gut,mga04684,centrifuge
102	102,Collinsella aerofaciens,species,74426,gut,mga04684,centrifuge
103	103,Prevotella enoeca,species,76123,gut,mga04684,centrifuge
104	104,Streptococcus constellatus,species,76860,gut,mga04684,centrifuge
105	105,[Clostridium] saccharolyticum,species,84030,gut,mga04684,centrifuge
106	106,Slackia heliotrinireducens,species,84110,gut,mga04684,centrifuge
107	107,Eggerthella lenta,species,84112,gut,mga04684,centrifuge
108	108,Achromobacter xylosoxidans,species,85698,gut,mga04684,centrifuge
109	109,Burkholderia cenocepacia,species,95486,gut,mga04684,centrifuge
110	110,Streptococcus infantarius,species,102684,gut,mga04684,centrifuge
111	111,Olsenella uli,species,133926,gut,mga04684,centrifuge
112	112,Bifidobacterium scardovii,species,158787,gut,mga04684,centrifuge
113	113,Anaeromyxobacter dehalogenans,species,161493,gut,mga04684,centrifuge
114	114,Butyrivibrio hungatei,species,185008,gut,mga04684,centrifuge
115	115,Acidaminococcus intestini,species,187327,gut,mga04684,centrifuge
116	116,Streptococcus pasteurianus,species,197614,gut,mga04684,centrifuge
117	117,[Clostridium] bolteae,species,208479,gut,mga04684,centrifuge
118	118,Alistipes finegoldii,species,214856,gut,mga04684,centrifuge
119	119,Bifidobacterium longum,species,216816,gut,mga04684,centrifuge
120	120,Achromobacter spanius,species,217203,gut,mga04684,centrifuge
121	121,Bacteroides cellulosilyticus,species,246787,gut,mga04684,centrifuge
122	122,Ethanoligenens harbinense,species,253239,gut,mga04684,centrifuge
123	123,Bacteroides helcogenes,species,290053,gut,mga04684,centrifuge
124	124,Flavonifractor plautii,species,292800,gut,mga04684,centrifuge
125	125,Roseburia hominis,species,301301,gut,mga04684,centrifuge
126	126,Oscillibacter valericigenes,species,351091,gut,mga04684,centrifuge
127	127,Bacteroides dorei,species,357276,gut,mga04684,centrifuge
128	128,Bacteroides salanitronis,species,376805,gut,mga04684,centrifuge
129	129,Barnesiella viscericola,species,397865,gut,mga04684,centrifuge
130	130,Adlercreutzia equolifaciens,species,446660,gut,mga04684,centrifuge
131	131,Pseudomonas chlororaphis,species,587753,gut,mga04684,centrifuge
132	132,Prevotella fusca,species,589436,gut,mga04684,centrifuge
133	133,Bifidobacterium kashiwanohense,species,630129,gut,mga04684,centrifuge
134	134,Anaerostipes hadrus,species,649756,gut,mga04684,centrifuge
135	135,Tannerella sp. oral taxon HOT-286,species,712710,gut,mga04684,centrifuge
136	136,Lachnospiraceae bacterium oral taxon 500,species,712991,gut,mga04684,centrifuge
137	137,Selenomonas sp. oral taxon 136,species,713030,gut,mga04684,centrifuge
138	138,Clostridium sp. SY8519,species,1042156,gut,mga04684,centrifuge
139	139,Ruminococcus bicirculans,species,1160721,gut,mga04684,centrifuge
140	140,Cloacibacillus porcorum,species,1197717,gut,mga04684,centrifuge
141	141,Intestinimonas butyriciproducens,species,1297617,gut,mga04684,centrifuge
142	142,Chryseobacterium gallinarum,species,1324352,gut,mga04684,centrifuge
143	143,Gordonibacter urolithinfaciens,species,1335613,gut,mga04684,centrifuge
144	144,Coriobacteriaceae bacterium 68-1-3,species,1531429,gut,mga04684,centrifuge
145	145,Ruminococcaceae bacterium CPB6,species,1572656,gut,mga04684,centrifuge
146	146,Petrimonas mucosa,species,1642646,gut,mga04684,centrifuge
147	147,Proteiniphilum saccharofermentans,species,1642647,gut,mga04684,centrifuge
148	148,Herbinix luporum,species,1679721,gut,mga04684,centrifuge
149	149,Faecalibaculum rodentium,species,1702221,gut,mga04684,centrifuge
150	150,Turicibacter sp. H121,species,1712675,gut,mga04684,centrifuge
151	151,Bacteroides caecimuris,species,1796613,gut,mga04684,centrifuge
152	152,Blautia sp. YL58,species,1796616,gut,mga04684,centrifuge
153	153,Olsenella sp. Marseille-P2300,species,1805478,gut,mga04684,centrifuge
154	154,Christensenella massiliensis,species,1805714,gut,mga04684,centrifuge
155	155,Lachnoclostridium sp. YL32,species,1834196,gut,mga04684,centrifuge
156	156,Ruminiclostridium sp. KB18,species,1834198,gut,mga04684,centrifuge
157	157,Parabacteroides sp. YL27,species,1834200,gut,mga04684,centrifuge
158	158,Erysipelotrichaceae bacterium I46,species,1834207,gut,mga04684,centrifuge
159	159,Gordonibacter massiliensis,species,1841863,gut,mga04684,centrifuge
160	160,Murdochiella vaginalis,species,1852373,gut,mga04684,centrifuge
161	161,Lachnoclostridium phocaeense,species,1871021,gut,mga04684,centrifuge
162	162,Nonomuraea sp. ATCC 55076,species,1909395,gut,mga04684,centrifuge
163	163,Parabacteroides sp. CT06,species,2025876,gut,mga04684,centrifuge
164	164,Mordavella sp. Marseille-P3756,species,2086584,gut,mga04684,centrifuge
165	165,Victivallales bacterium CCUG 44730,species,2094242,gut,mga04684,centrifuge
0	0,Actinobacteria,class,1760,gut,mga0sm63,centrifuge
0	0,Bacteroides,genus,816,gut,mga0df66,centrifuge
1	1,Streptococcus,genus,1301,gut,mga0df66,centrifuge
2	2,Enterococcus,genus,1350,gut,mga0df66,centrifuge
3	3,Bacillus,genus,1386,gut,mga0df66,centrifuge
0	0,Actinobacteria,class,1760,gut,mga0m312,centrifuge
0	0,Clostridiales,order,186802,gut,mga0dx24,centrifuge
1	1,Lactobacillales,order,186826,gut,mga0dx24,centrifuge
0	0,Actinobacteria,class,1760,gut,mga0dx24,centrifuge
0	0,Eggerthellaceae,family,1643826,gut,mga08v25,centrifuge
0	0,Actinobacteria,class,1760,gut,mga06686,centrifuge
0	0,Campylobacter coli,species,195,gut,mga0ja86,centrifuge
1	1,Pseudomonas aeruginosa,species,287,gut,mga0ja86,centrifuge
2	2,Pseudomonas fluorescens,species,294,gut,mga0ja86,centrifuge
3	3,Pseudomonas putida,species,303,gut,mga0ja86,centrifuge
4	4,Pseudomonas stutzeri,species,316,gut,mga0ja86,centrifuge
5	5,Pseudomonas syringae,species,317,gut,mga0ja86,centrifuge
6	6,Rhizobium leguminosarum,species,384,gut,mga0ja86,centrifuge
7	7,Citrobacter freundii,species,546,gut,mga0ja86,centrifuge
8	8,Enterobacter cloacae,species,550,gut,mga0ja86,centrifuge
9	9,Escherichia coli,species,562,gut,mga0ja86,centrifuge
10	10,Escherichia fergusonii,species,564,gut,mga0ja86,centrifuge
11	11,Klebsiella oxytoca,species,571,gut,mga0ja86,centrifuge
12	12,Klebsiella pneumoniae,species,573,gut,mga0ja86,centrifuge
13	13,Shigella dysenteriae,species,622,gut,mga0ja86,centrifuge
14	14,Shigella flexneri,species,623,gut,mga0ja86,centrifuge
15	15,Bacteroides fragilis,species,817,gut,mga0ja86,centrifuge
16	16,Bacteroides thetaiotaomicron,species,818,gut,mga0ja86,centrifuge
17	17,Bacteroides vulgatus,species,821,gut,mga0ja86,centrifuge
18	18,Parabacteroides distasonis,species,823,gut,mga0ja86,centrifuge
19	19,Porphyromonas gingivalis,species,837,gut,mga0ja86,centrifuge
20	20,Prevotella ruminicola,species,839,gut,mga0ja86,centrifuge
21	21,Faecalibacterium prausnitzii,species,853,gut,mga0ja86,centrifuge
22	22,Acidaminococcus fermentans,species,905,gut,mga0ja86,centrifuge
23	23,Megasphaera elsdenii,species,907,gut,mga0ja86,centrifuge
24	24,Selenomonas ruminantium,species,971,gut,mga0ja86,centrifuge
25	25,Capnocytophaga gingivalis,species,1017,gut,mga0ja86,centrifuge
26	26,Rhodopseudomonas palustris,species,1076,gut,mga0ja86,centrifuge
27	27,Ruminococcus albus,species,1264,gut,mga0ja86,centrifuge
28	28,Streptococcus suis,species,1307,gut,mga0ja86,centrifuge
29	29,Streptococcus agalactiae,species,1311,gut,mga0ja86,centrifuge
30	30,Blautia hansenii,species,1322,gut,mga0ja86,centrifuge
31	31,Streptococcus anginosus,species,1328,gut,mga0ja86,centrifuge
32	32,Enterococcus faecium,species,1352,gut,mga0ja86,centrifuge
33	33,Bacillus cereus,species,1396,gut,mga0ja86,centrifuge
34	34,Clostridium botulinum,species,1491,gut,mga0ja86,centrifuge
35	35,Clostridioides difficile,species,1496,gut,mga0ja86,centrifuge
36	36,Clostridium tetani,species,1513,gut,mga0ja86,centrifuge
37	37,Bifidobacterium adolescentis,species,1680,gut,mga0ja86,centrifuge
38	38,Bifidobacterium bifidum,species,1681,gut,mga0ja86,centrifuge
39	39,Bifidobacterium breve,species,1685,gut,mga0ja86,centrifuge
40	40,Eubacterium limosum,species,1736,gut,mga0ja86,centrifuge
41	41,Bifidobacterium pseudocatenulatum,species,28026,gut,mga0ja86,centrifuge
42	42,Tannerella forsythia,species,28112,gut,mga0ja86,centrifuge
43	43,Bacteroides heparinolyticus,species,28113,gut,mga0ja86,centrifuge
44	44,Bacteroides ovatus,species,28116,gut,mga0ja86,centrifuge
45	45,Odoribacter splanchnicus,species,28118,gut,mga0ja86,centrifuge
46	46,Bacteroides zoogleoformans,species,28119,gut,mga0ja86,centrifuge
47	47,Porphyromonas asaccharolytica,species,28123,gut,mga0ja86,centrifuge
48	48,Prevotella denticola,species,28129,gut,mga0ja86,centrifuge
