name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Candidatus Blochmannia	203804	genus	0	4	0	0.0
Candidatus Blochmannia floridanus	203907	species	705557	243	154	0.0
Dickeya	204037	genus	0	14	0	0.0
Dickeya dadantii	204038	species	4922802	179	73	0.0
Dickeya dianthicola	204039	species	4720132	290	148	0.0
Dickeya zeae	204042	species	4696936	796	644	0.0
Cobetia	204286	genus	0	1	0	0.0
Chlamydiia	204429	class	0	10	0	0.0
Fibrobacteria	204430	class	0	1	0	0.0
Acidobacteriia	204432	class	0	10	0	0.0
Acidobacteriales	204433	order	0	9	0	0.0
Acidobacteriaceae	204434	family	0	7	0	0.0
Rhodospirillales	204441	order	0	276	0	0.0
Rhodobacterales	204455	order	0	142	0	0.0
Sphingomonadales	204457	order	0	81	0	0.0
Caulobacterales	204458	order	0	36	0	0.0
Herminiimonas arsenicoxydans	204773	species	3424307	181	87	0.0
Novosphingobium pentaromativorans	205844	species	5457578	405	245	0.0
Neisseriales	206351	order	0	54	0	0.0
Nitrosomonadaceae	206379	family	0	8	0	0.0
Rhodocyclales	206389	order	0	24	0	0.0
Sulfurovum lithotrophicum	206403	species	2217891	353	210	0.0
Streptomyces sp. FR-008	206662	species	7258031	1578	560	0.0
Parvularcula	208215	genus	0	4	0	0.0
Parvularcula bermudensis	208216	species	2902643	1275	837	0.0
Kosakonia cowanii	208223	species	4857324	207	120	0.0
Enterobacter kobei	208224	species	4927478	184	31	0.0
Alkaliphilus metalliredigens	208226	species	4929566	1207	961	0.0
Amycolatopsis japonica	208439	species	9053857	748	393	0.0
Oceanithermus	208447	genus	0	1	0	0.0
[Clostridium] bolteae	208479	species	6614036	179	153	0.0
Carnobacterium sp. 17-4	208596	species	2685399	315	223	0.0
Escherichia albertii	208962	species	16861544	561	314	0.0
Capnocytophaga sp. ChDC OS43	209053	species	3412686	524	243	0.0
Vibrio tasmaniensis	212663	species	4974818	1899	1307	0.0
Rhizobacter	212743	genus	0	14	0	0.0
Mycobacterium sp. JS623	212767	species	7221766	501	402	0.0
Sulfurihydrogenibium	212790	genus	0	2	0	0.0
Desulfurellales	213113	order	0	1	0	0.0
Desulfovibrionales	213115	order	0	42	0	0.0
Desulfomicrobiaceae	213116	family	0	2	0	0.0
Desulfobacterales	213118	order	0	9	0	0.0
Desulfobacteraceae	213119	family	0	20	0	0.0
Desulfobulbaceae	213121	family	0	18	0	0.0
Desulfuromonadaceae	213421	family	0	6	0	0.0
Geobacteraceae	213422	family	0	13	0	0.0
Syntrophobacterales	213462	order	0	3	0	0.0
Bdellovibrionales	213481	order	0	10	0	0.0
Bdellovibrionaceae	213483	family	0	8	0	0.0
Halomonas campaniensis	213554	species	4074048	282	101	0.0
Campylobacterales	213849	order	0	35	0	0.0
Staphylococcus nepalensis	214473	species	5998336	361	205	0.0
Alistipes finegoldii	214856	species	3734239	236	188	0.0
Entomoplasma luminosum	214888	species	1031560	242	188	0.0
Histophilus	214906	genus	0	4	0	0.0
Entomoplasma somnilux	215578	species	868413	235	153	0.0
Treponema caldarium	215591	species	3239340	114	107	0.0
Erwinia sp. Ejp617	215689	species	3957675	373	123	0.0
Roseovarius mucosus	215743	species	4381426	1358	990	0.000202751
Dinoroseobacter shibae	215813	species	4417868	871	488	6.33329e-05
Pseudomonas rhizosphaerae	216142	species	4688635	286	193	0.0
Mesoplasma chauliocola	216427	species	854780	211	115	0.0
Croceibacter	216431	genus	0	1	0	0.0
Polaromonas naphthalenivorans	216465	species	5366143	1205	760	0.0
Stenotrophomonas rhizophila	216778	species	4198652	513	361	0.0
Bifidobacterium longum	216816	species	3861601	860	600	0.0
Faecalibacterium	216851	genus	0	6	0	0.0
Spiroplasma chrysopicola	216933	species	1123322	170	129	0.0
Spiroplasma corruscae	216934	species	1204639	189	146	0.0
Spiroplasma culicicola	216935	species	1175131	214	167	0.0
Spiroplasma diminutum	216936	species	945296	246	162	0.0
Spiroplasma floricola	216937	species	1284130	278	192	0.0
Spiroplasma helicoides	216938	species	1326546	236	168	0.0
Spiroplasma litorale	216942	species	1225519	410	306	0.0
Spiroplasma sabaudiense	216944	species	1075953	124	99	0.0
Spiroplasma syrphidicola	216945	species	1107344	200	152	0.0
Spiroplasma turonicum	216946	species	2522749	235	163	0.0
Clostridium carboxidivorans	217159	species	5752782	920	698	0.0
Achromobacter spanius	217203	species	12765991	919	649	0.0
Achromobacter insolitus	217204	species	13385742	433	279	0.0
Desulfatibacillum	218207	genus	0	3	0	0.0
Ottowia	219181	genus	0	7	0	0.0
Pseudomonas antarctica	219572	species	6607040	294	157	0.0
Gemmatimonadetes	219685	class	0	9	0	0.0
Gemmatimonadales	219686	order	0	21	0	0.0
Gemmatimonadaceae	219687	family	0	14	0	0.0
Mesoplasma tabanidae	219745	species	846907	182	80	0.0
Sulfurospirillum sp. JPD-1	220622	species	2814086	258	162	0.0
Thalassospira xiamenensis	220697	species	4768950	427	276	0.000131083
Treponema putidum	221027	species	2800562	177	141	0.0
Phaeobacter inhibens	221822	species	29116598	4801	3066	2.52796e-17
Helicobacter sp. MIT 01-6242	222136	species	1594790	140	122	0.0
Mycobacterium chimaera	222805	species	49908161	447	202	0.0
Methylobacterium populi	223967	species	5896436	1015	636	0.0
Alcanivoracaceae	224372	family	0	22	0	0.0
Kofleriaceae	224464	family	0	17	0	0.0
Methanobrevibacter sp. AbM4	224719	species	1998189	225	184	0.0
Methanomicrobia	224756	class	0	5	0	0.0
Acidithiobacillales	225057	order	0	40	0	0.0
Acidithiobacillaceae	225058	family	0	20	0	0.0
Geobacter bemidjiensis	225194	species	4615150	298	220	0.0
Corynebacterium halotolerans	225326	species	3222008	360	280	0.0
Formosa	225842	genus	0	26	0	0.0
Shewanella psychrophila	225848	species	6353406	1038	720	0.0
Comamonas kerstersii	225992	species	3547915	998	715	0.0
Mesoplasma syrphidae	225999	species	908214	169	107	0.0
Rickettsia heilongjiangensis	226665	species	1278471	49	16	0.0
Pannonibacter	227873	genus	0	16	0	0.0
Thermovibrio ammonificans	228745	species	1759526	79	61	0.0
Aster yellows witches'-broom phytoplasma	229545	species	723970	122	49	0.0
Halobiforma lacisalsi	229731	species	4381543	1215	769	0.0
Methanobrevibacter millerae	230361	species	2543538	196	157	0.0
Reinekea	230494	genus	0	4	0	0.0
Dyella	231454	genus	0	14	0	0.0
Dyella japonica	231455	species	4831185	490	387	0.0
Belliella	232244	genus	0	2	0	0.0
Belliella baltica	232259	species	4196595	750	536	0.0
Acidovorax sp. JS42	232721	species	4585154	419	122	0.0
Desulfitobacterium dichloroeliminans	233055	species	3624449	169	120	0.0
Kinetoplastibacterium blastocrithidii	233181	species	820033	255	178	0.0
Caldilinea	233191	genus	0	1	0	0.0
Alteromonas stellipolaris	233316	species	9533996	5173	1543	0.00186706
Streptomyces sp. TN58	234612	species	7585034	921	567	0.0
Candidatus Midichloria mitochondrii	234827	species	1183732	302	239	0.0
Pseudoalteromonas sp. SM9913	234831	species	4037671	790	185	0
Candidatus Portiera	235572	genus	0	18	0	0.0
Nautiliales	235899	order	0	2	0	0.0
Fastidiosipila sanguinis	236753	species	1785891	147	120	0.0
Pseudomonas alkylphenolica	237609	species	5764622	263	179	0.0
Pseudomonas psychrotolerans	237610	species	5386170	376	243	0.0
Clostridium estertheticum	238834	species	4785613	591	482	0.0
Alistipes	239759	genus	0	2	0	0.0
Akkermansia	239934	genus	0	1	0	0.0
Akkermansia muciniphila	239935	species	2704690	168	106	0.0
Lactobacillus paracollinoides	240427	species	10733574	428	372	0.0
Pseudonocardia dioxanivorans	240495	species	7303989	965	788	0.0
Rummeliibacillus stabekisii	241244	species	3420739	265	218	0.0
Crinalium	241421	genus	0	1	0	0.0
Crinalium epipsammum	241425	species	5620407	1022	720	0.0
Ichthyobacterium seriolicida	242600	species	1921407	562	442	0.0
Luteibacter rhizovicinus	242606	species	4765486	295	201	0.0
Acidilobus saccharovorans	242703	species	1496453	54	54	0.0
endosymbiont 'TC1' of Trimyema compressum	243899	species	1622248	521	367	0.0
Klebsiella variicola	244366	species	22649226	875	110	0.0
Pseudomonas lurida	244566	species	6100532	196	52	0.0
Nautilia profundicola	244787	species	1676444	711	634	0.0
Loktanella	245186	genus	0	5	0	0.0
Loktanella vestfoldensis	245188	species	3987360	1457	1033	0.000552278
Nitratireductor	245876	genus	0	25	0	0.0
Wolbachia endosymbiont of Cimex lectularius	246273	species	1250060	245	128	0.0
Staphylococcus equorum	246432	species	8544915	453	254	0.0
Bacteroides cellulosilyticus	246787	species	7084828	346	270	0.0
Grimontia	246861	genus	0	4	0	0.0
Algoriphagus	246875	genus	0	6	0	0.0
Thermococcus sp. AM4	246969	species	2086428	47	31	0.0
Pseudoalteromonas aliena	247523	species	4594697	429	261	0.0
Cupriavidus pinatubonensis	248026	species	7255290	757	591	0.0
Veillonella rodentium	248315	species	2041290	98	71	0.0
Haemophilus pittmaniae	249188	species	2181355	217	143	0.0
Cardinium endosymbiont of Encarsia pergandiella	249402	species	944930	137	103	0.0
Candidatus Blochmannia vafer	251535	species	722585	230	153	0.0
Candidatus Blochmannia chromaiodes	251542	species	791219	206	39	0.0
Pseudomonas syringae group genomosp. 3	251701	species	6475100	1359	593	0.0
Robiginitalea biformata	252307	species	3530383	168	127	0.0
Maribacter	252356	genus	0	21	0	0.0
Microbulbifer thermotolerans	252514	species	3938396	434	287	0.000144572
Mahella australiensis	252966	species	3135972	115	104	0.0
Paraburkholderia phenoliruptrix	252970	species	7651131	672	138	0.0
Ethanoligenens harbinense	253239	species	6018091	142	94	0.0
Owenweeksia hongkongensis	253245	species	4000057	874	660	0.0
Isoptericola	254250	genus	0	2	0	0.0
Fictibacillus arsenicus	255247	species	4055461	221	168	0.0
Leuconostoc garlicum	255248	species	1715191	80	30	0.0
Parvularculales	255473	order	0	10	0	0.0
Parvularculaceae	255474	family	0	3	0	0.0
Aurantimonadaceae	255475	family	0	10	0	0.0
Halothiobacillaceae	255526	family	0	2	0	0.0
Saccharospirillaceae	255527	family	0	3	0	0.0
Chlorobaculum	256319	genus	0	26	0	0.0
Parvibaculum	256616	genus	0	2	0	0.0
Parvibaculum lavamentivorans	256618	species	3914745	286	211	0.0
Glutamicibacter arilaitensis	256701	species	3918308	250	196	0.0
Roseomonas gilardii	257708	species	5412463	582	396	0.0
Streptococcus pseudopneumoniae	257758	species	2195458	105	43	0.0
Corynebacterium resistens	258224	species	2601311	90	70	0.0
Desulfatibacillum alkenivorans	259354	species	6517073	2144	1940	0.0
Dechloromonas aromatica	259537	species	4501104	229	172	0.0
Shewanella marisflavi	260364	species	4321452	310	171	0.0
Microbulbifer agarilyticus	260552	species	4255625	481	300	0
Campylobacter insulaenigrae	260714	species	1465081	396	258	0.0
Psychrobacter alimentarius	261164	species	3349444	519	311	0.0
Nitrosomonas sp. Is79A3	261292	species	3783444	255	195	0.0
Paraburkholderia phytofirmans	261302	species	8214658	1177	757	0.0
Mycobacterium liflandii	261524	species	6399543	393	106	0.0
Agarivorans	261825	genus	0	2	0	0.0
Kangiella	261963	genus	0	39	0	0.0
Kangiella koreensis	261964	species	2852073	498	334	0.0
Lysobacter gummosus	262324	species	6056618	1458	765	0.0
Thermobaculum	262406	genus	0	1	0	0.0
Yersinia aleksiciae	263819	species	4000307	322	178	0.0
Trichormus	264688	genus	0	11	0	0.0
Trichormus variabilis	264691	species	7105752	874	459	0.0
Bacillus muralis	264697	species	5007018	233	201	0.0
[Pseudomonas] mesoacidophila	265293	species	7840830	573	235	0.0
Rhodopirellula	265488	genus	0	58	0	0.0
Sulfurovum	265570	genus	0	1	0	0.0
Rhodopirellula baltica	265606	species	7145576	338	276	0.0
Komagataeibacter nataicola	265960	species	3760301	683	464	0.0
Serinicoccus	265976	genus	0	4	0	0.0
Methylovorus glucosotrophus	266009	species	3082007	196	66	0.0
Chelativorans sp. BNC1	266779	species	4935185	187	149	0.0
Sphingorhabdus flavimaris	266812	species	3479724	221	120	0.0
Erythrobacter seohaensis	266951	species	2942673	134	105	0.0
Sphingopyxis granuli	267128	species	4679853	399	125	0.0
Lactobacillus zymae	267363	species	2734129	73	48	0.0
Pseudoalteromonas marina	267375	species	3441076	485	257	0.000184025
Arsenicicoccus	267408	genus	0	3	0	0.0
Lactobacillus kefiranofaciens	267818	species	2354088	178	135	0.0
Pseudoalteromonadaceae	267888	family	0	10	0	0.0
Colwelliaceae	267889	family	0	7	0	0.0
Shewanellaceae	267890	family	0	22	0	0.0
Moritellaceae	267891	family	0	17	0	0.0
Ferrimonadaceae	267892	family	0	1	0	0.0
Idiomarinaceae	267893	family	0	3	0	0.0
Owenweeksia	267986	genus	0	15	0	0.0
Chondrocystis	268175	genus	0	1	0	0.0
Nitratifractor	269260	genus	0	1	0	0.0
Nitratifractor salsuginis	269261	species	2101285	571	371	0.0
Methylobacterium aquaticum	270351	species	7557960	734	550	0.0
Methylomicrobium alcaliphilum	271065	species	4796711	1139	694	0.0
Shewanella sediminis	271097	species	5517674	2299	2065	0.0
Shewanella halifaxensis	271098	species	5226917	1821	1528	0.0
Ochrobactrum sp. A44	271865	species	5645291	296	185	0.0
Nostoc punctiforme	272131	species	9059191	749	364	0.0
Candidatus Cardinium	273135	genus	0	2	0	0.0
Sphaerochaeta coccoides	273376	species	2227296	67	59	0.0
Chlorobaculum limnaeum	274537	species	2797276	190	107	0.0
Chlorobaculum parvum	274539	species	2289249	127	79	0.0
Hoeflea	274591	genus	0	7	0	0.0
Thermococcus thioreducens	277988	species	2065932	50	35	0.0
Victivallales	278082	order	0	2	0	0.0
Mesorhizobium sp. WSM1497	278153	species	7198121	961	472	0.0
Thermincola	278993	genus	0	3	0	0.0
Collimonas arenae	279058	species	15078336	778	562	0.0
Collimonas pratensis	279113	species	11315924	506	323	0.0
Microcella alkaliphila	279828	species	2702837	225	165	0.0
Nocardiopsis gilva	280236	species	6142152	571	404	0.0
Prosthecochloris sp. GSB1	281093	species	2468479	104	64	0.0
Candidatus Amoebophilus	281119	genus	0	1	0	0.0
Candidatus Amoebophilus asiaticus	281120	species	1884364	333	277	0.0
Candidatus Protochlamydia	282132	genus	0	3	0	0.0
Odoribacter	283168	genus	0	1	0	0.0
Kosakonia radicincitans	283686	species	5905067	337	213	0.0
Pseudoalteromonas sp. Bsw20308	283699	species	4830226	613	257	0.0
Staphylococcus pseudintermedius	283734	species	4509494	373	269	0.0
Stackebrandtia nassauensis	283811	species	6841557	567	419	0.0
Phenylobacterium zucineum	284016	species	4379231	489	373	0.0
Alcanivorax dieselolei	285091	species	4928223	513	317	0.0
Streptomyces rubrolavendulae	285473	species	6543262	961	691	0.0
Winogradskyella	286104	genus	0	37	0	0.0
Segniliparus rotundus	286802	species	3157527	223	174	0.0
Alteromonas addita	287094	species	4649146	4267	541	0.00491597
Bradyrhizobium sp. BTAi1	288000	species	8493513	623	419	0.000128802
Beggiatoa leptomitoformis	288004	species	8531582	633	404	0.0
[Clostridium] clariflavum	288965	species	4897678	291	243	0.0
Bacteroides helcogenes	290053	species	3998906	210	168	0.0
Arthrobacter sp. FB24	290399	species	5070478	580	523	0.0
Jannaschia sp. CCS1	290400	species	4404049	795	545	0.000441863
Advenella	290425	genus	0	6	0	0.0
Photorhabdus asymbiotica	291112	species	5094138	682	285	0.0
Lacinutrix	291183	genus	0	84	0	0.0
Thermosediminibacter	291988	genus	0	2	0	0.0
Thermosediminibacter oceani	291990	species	2280035	71	53	0.0
Ruegeria sp. TM1040	292414	species	4153699	963	624	0.000241417
Dactylococcopsis salina	292566	species	3781008	668	263	0.0
Anaerolineae	292625	class	0	1	0	0.0
Anaerolineaceae	292628	family	0	2	0	0.0
Anaerolineales	292629	order	0	1	0	0.0
Gramella	292691	genus	0	29	0	0.0
Flavonifractor plautii	292800	species	3818478	254	215	0.0
Sphingopyxis sp. 113P3	292913	species	4664213	306	218	0.0
Martelella	293088	genus	0	14	0	0.0
Martelella mediterranea	293089	species	5693067	390	284	0.0
Haloquadratum walsbyi	293091	species	3219918	7926	5555	0.0
Bacillus altitudinis	293387	species	7610438	243	90	0.0
Haloquadratum	293431	genus	0	4	0	0.0
Methanobrevibacter olleyae	294671	species	2201192	246	209	0.0
Anoxybacillus amylolyticus	294699	species	3158269	333	269	0.0
Proteiniphilum	294702	genus	0	9	0	0.0
Polaromonas sp. JS666	296591	species	5898676	6549	4118	0.0
Frankia sp. EAN1pec	298653	species	8982042	1138	806	0.0
Frankia inefficax	298654	species	8815781	1091	844	0.0
Pseudoalteromonas spongiae	298657	species	4925766	736	462	0.000254507
Tateyamaria omphalii	299262	species	4315457	879	553	0.000874214
Enterobacter ludwigii	299767	species	4952770	101	24	0.0
Microbacterium paludicola	300019	species	3410829	390	282	0.0
Glaciecola nitratireducens	300231	species	4134229	612	453	0.0
Bacillus lehensis	300825	species	3993073	310	228	0.0
Roseburia hominis	301301	species	3592125	88	80	0.0
Methanosaeta harundinacea	301375	species	2571034	158	115	0.0
Advenella mimigardefordensis	302406	species	4764126	333	269	0.0
Phaeobacter	302485	genus	0	120	0	0.0
Catenulispora acidiphila	304895	species	10467782	7333	4237	0.0
Pusillimonas	305976	genus	0	3	0	0.0
Gloeobacterales	307595	order	0	5	0	0.0
Gloeobacteria	307596	class	0	2	0	0.0
Staphylococcus simiae	308354	species	2643976	402	289	0.0
Rhodovulum sp. MB263	308754	species	4162560	841	384	0.0
Elizabethkingia	308865	genus	0	67	0	0.0
Persephonella marina	309805	species	1983966	162	126	0.0
Sulfurihydrogenibium azorense	309806	species	1640877	335	199	0.0
Candidatus Liberibacter americanus	309868	species	1195201	411	295	0.0
Deinococcus maricopensis	309887	species	3498530	407	320	0.0
Advenella kashmirensis	310575	species	4423879	190	134	0.0
Deinococcus deserti	310783	species	3855329	121	82	0.0
Paraburkholderia terrae	311230	species	10062489	527	238	0.0
Thermococcus kodakarensis	311400	species	2088737	33	29	0.0
Flavobacterium indicum	312277	species	2993089	1781	1288	0
Pseudomonas entomophila	312306	species	5888780	354	201	0.0
Croceibacter atlanticus	313588	species	2952962	2321	1676	0.000428312
Dokdonia sp. MED134	313590	species	3302548	1568	463	0.000322599
Polaribacter sp. MED152	313598	species	2961474	6480	4560	0.00256638
Maribacter sp. HTCC2170	313603	species	3868304	1392	1048	8.15164e-05
Geobacter lovleyi	313985	species	3994874	188	108	0.0
Alteromonas mediterranea	314275	species	6976897	4619	2998	0.0318045
Pseudoalteromonas tunicata	314281	species	4959443	594	402	0.0
Psychromonas sp. CNPT3	314282	species	3052410	931	677	0.0
Sideroxydans	314343	genus	0	3	0	0.0
Pseudoxanthomonas suwonensis	314722	species	3655384	1084	738	0.0
Spiroplasma eriocheiris	315358	species	1365235	209	136	0.0
Streptococcus gallolyticus	315405	species	2327151	286	134	0.0
Leadbetterella byssophila	316068	species	4059653	351	293	0.0
Syntrophus aciditrophicus	316277	species	3179300	68	55	0.0
Synechococcus sp. RCC307	316278	species	2224914	321	248	0.0
Synechococcus sp. CC9902	316279	species	2234828	117	86	0.0
Methylibium	316612	genus	0	17	0	0.0
Saccharophagus	316625	genus	0	7	0	0.0
Nostoc sp. PCC 7107	317936	species	6329823	1502	956	0.0
Paucibacter	318147	genus	0	14	0	0.0
Gluconobacter albidus	318683	species	3369297	143	71	0.0
Nonlabens sediminis	319236	species	2835711	1312	698	0.000167339
Leadbetterella	319458	genus	0	2	0	0.0
Neoasaia	320496	genus	0	1	0	0.0
Neoasaia chiangmaiensis	320497	species	3407860	173	134	0.0
Cyclobacterium amurskyense	320787	species	6158829	683	521	0.0
Synechococcus sp. JA-3-3Ab	321327	species	2932766	296	130	0.0
Synechococcus sp. JA-2-3B'a(2-13)	321332	species	3046682	532	303	0.000102592
Dokdonella	323413	genus	0	4	0	0.0
Dokdonella koreensis	323415	species	4446619	574	433	0.0
Pontibacter	323449	genus	0	6	0	0.0
Shinella	323620	genus	0	7	0	0.0
Paenibacillus sp. JDR-2	324057	species	7184930	255	204	0.0
Mesoplasma coleopterae	324078	species	800407	175	60	0.0
Bacillus infantis	324767	species	4884713	161	141	0.0
Coxiella endosymbiont of Amblyomma americanum	325775	species	656901	208	152	0.0
Dokdonia	326319	genus	0	62	0	0.0
Dokdonia donghaensis	326320	species	3293944	1919	722	0.00032452
Neisseria zoodegmatis	326523	species	2552522	178	139	0.0
Paraglaciecola psychrophila	326544	species	5413691	1370	1104	0.0
Candidatus Accumulibacter	327159	genus	0	9	0	0.0
Candidatus Accumulibacter phosphatis	327160	species	5306133	431	329	0.0
Capnocytophaga leadbetteri	327575	species	2504023	462	335	0.0
Nonlabens dokdonensis	328515	species	3914632	1449	1055	0.0
Nitrospira defluvii	330214	species	4317083	150	116	0.0
Marinobacter psychrophilus	330734	species	3998597	488	233	0.0
Psychrobacter cryohalolentis	330922	species	3104871	357	131	0.000201339
Sphingobium indicum	332055	species	3945731	357	182	0.0
Sphingobium japonicum	332056	species	4424862	341	178	0.0
Fluviicola	332102	genus	0	3	0	0.0
Solibacterales	332160	order	0	2	0	0.0
Solibacteraceae	332161	family	0	8	0	0.0
Candidatus Solibacter	332162	genus	0	1	0	0.0
Candidatus Solibacter usitatus	332163	species	9965640	484	404	0.0
Halalkalicoccus	332246	genus	0	2	0	0.0
Trueperaceae	332247	family	0	3	0	0.0
Truepera	332248	genus	0	4	0	0.0
Truepera radiovictrix	332249	species	3260398	329	274	0.0
Exiguobacterium sibiricum	332410	species	3040786	110	66	0.0
Rhodococcus qingshengii	334542	species	6700013	437	204	0.0
Psychrobacter arcticus	334543	species	2650701	489	269	0.0
Methylobacterium oryzae	334852	species	6286629	493	81	0.0
Bradyrhizobium sp. S23321	335659	species	7231841	608	321	0.0
Xanthobacteraceae	335928	family	0	8	0	0.0
Erythrobacteraceae	335929	family	0	43	0	0.0
Thermovirga lienii	336261	species	1999646	80	65	0.0
Olleya	336276	genus	0	1	0	0.0
Candidatus Sulcia	336809	genus	0	1	0	0.0
Candidatus Sulcia muelleri	336810	species	443143	880	646	0.0
Microcella	337004	genus	0	2	0	0.0
Chlorobium chlorochromatii	337090	species	2572079	165	121	0.0
Gordonia sp. KTR9	337191	species	5885710	490	311	0.0
Rickettsia endosymbiont of Bemisia tabaci	337479	species	1378618	292	148	0.0
Nitrosopumilaceae	338190	family	0	1	0	0.0
Erwinia tasmaniensis	338565	species	4067864	218	137	0.0
Mycobacterium colombiense	339268	species	5581643	448	289	0.0
Actinoalloteichus hymeniacidonis	340345	species	6306386	418	316	0.0
Herbaspirillum hiltneri	341045	species	4965474	1093	828	0.0
Burkholderia oklahomensis	342113	species	7224347	1556	1053	0.0
Thermococcus onnurineus	342948	species	1847607	55	41	0.0
Pyrococcus sp. NA2	342949	species	1861320	54	50	0.0
Geobacter pickeringii	345632	species	3618700	197	155	0.0
Zobellella	347533	genus	0	5	0	0.0
Zobellella denitrificans	347534	species	4174222	677	406	0.0
Psychrobacter sp. PRwf-1	349106	species	2995049	1948	1328	0.0
Micavibrio aeruginosavorus	349221	species	2470296	214	160	0.0
Corynebacterium marinum	349751	species	2729219	343	208	0.0
Alkalilimnicola ehrlichii	351052	species	3275944	281	196	0.0
Oscillibacter valericigenes	351091	species	4470622	205	157	0.0
Salimicrobium	351195	genus	0	1	0	0.0
Geobacter uraniireducens	351604	species	5136364	1514	1300	0.0
Xenorhabdus doucetiae	351671	species	4203651	238	154	0.0
Xenorhabdus hominickii	351679	species	4522699	262	169	0.0
Shewanella sp. W3-18-1	351745	species	4708380	659	301	0.000639469
Halostagnicola larsenii	353800	species	4131176	195	143	0.0
Yangia	354203	genus	0	7	0	0.0
Niastella koreensis	354356	species	9033684	1174	862	0.0
Bacteroides dorei	357276	species	5310365	269	146	0.0
Psychromonas ingrahamii	357794	species	4559598	1499	1146	6.8551e-05
Roseiflexus sp. RS-1	357808	species	5801598	532	316	0.0
Lutibacter	358023	genus	0	18	0	0.0
Acidovorax sp. KKS102	358220	species	5196935	456	327	0.0
Methanoregula boonei	358766	species	2542943	92	85	0.0
Shewanella loihica	359303	species	4602594	256	177	0.0
Castellaniella	359336	genus	0	2	0	0.0
Methylotenera	359407	genus	0	5	0	0.0
Methylotenera mobilis	359408	species	2547570	264	213	0.0
Pelagibaca	360528	genus	0	1	0	0.0
Exiguobacterium sp. AT1b	360911	species	2999895	73	57	0.0
Altererythrobacter	361177	genus	0	57	0	0.0
Altererythrobacter epoxidivorans	361183	species	2786256	108	74	0.0
Pseudarthrobacter phenanthrenivorans	361575	species	4535320	557	316	0.0
Streptomyces vietnamensis	362257	species	9153777	1538	1022	0.0
Spiroplasma cantharicola	362837	species	1179577	261	186	0.0
Nonlabens	363408	genus	0	19	0	0.0
Pedobacter ginsengisoli	363852	species	5373360	686	482	0.0
Verminephrobacter	364316	genus	0	2	0	0.0
Verminephrobacter eiseniae	364317	species	5597943	3050	1049	0.0
Granulibacter	364409	genus	0	7	0	0.0
Granulibacter bethesdensis	364410	species	9065934	616	439	0.0
Pelosinus	365348	genus	0	10	0	0.0
Pelosinus fermentans	365349	species	5380816	444	371	0.0
Paenibacillus sabinae	365617	species	5270569	134	95	0.0
Sulfurospirillum cavolei	366522	species	2698323	105	89	0.0
Caulobacter sp. K31	366602	species	5889399	549	392	0.0
Xanthomonas fuscans	366648	species	10301547	1877	695	0.0
Xanthomonas alfalfae	366650	species	4967469	621	317	0.0
Yersinia similis	367190	species	4964409	2607	2303	0.0
Microbacterium sp. XT11	367477	species	3475315	347	286	0.0
Blattabacterium sp. (Periplaneta americana)	367488	species	640442	395	200	0.0
Marinovum	367771	genus	0	3	0	0.0
Blattabacterium sp. (Blatta orientalis)	367806	species	638184	333	181	0.0
Cupriavidus sp. USMAA1020	367825	species	7949449	1506	472	0.0
Janthinobacterium svalbardensis	368607	species	6274078	812	493	0.0
Gallionella capsiferriformans	370405	species	3162471	354	252	0.0
Isoptericola dokdonensis	372663	species	3826972	804	506	0.0
Rivularia	373984	genus	0	1	0	0.0
Rivularia sp. PCC 7116	373994	species	8728773	2472	1628	0.0
Campylobacter cuniculorum	374106	species	1937768	293	202	0.0
Synechococcus sp. PCC 7003	374981	species	3345085	190	94	0
Synechococcus sp. PCC 73109	374982	species	3298676	148	44	0.0
Lactobacillus backii	375175	species	14123253	227	201	0.0
Janthinobacterium sp. Marseille	375286	species	4110251	173	140	0.0
Parabacteroides	375288	genus	0	1	0	0.0
Natranaerobius thermophilus	375929	species	3191453	287	231	0.0
Halotalea alkalilenta	376489	species	4387428	389	295	0.0
Bacteroides salanitronis	376805	species	4308663	542	397	0.0
Mariprofundus	377315	genus	0	2	0	0.0
Thermobacillus composti	377615	species	4355525	221	188	0.0
Methyloversatilis	378210	genus	0	2	0	0.0
Cyanobacterium aponinum	379064	species	4176973	1132	918	0.0
Streptomyces bingchenggensis	379067	species	11936683	2003	1450	0.0
Ruegeria mobilis	379347	species	4830028	1074	642	1.2527e-24
Aciduliprofundum boonei	379547	species	1486778	92	63	0.0
Niabella	379899	genus	0	1	0	0.0
Pseudomonas protegens	380021	species	8719743	693	365	0.0
Candidatus Kuenenia	380738	genus	0	1	0	0.0
Hydrogenobaculum sp. Y04AAS1	380749	species	1559514	135	64	0.0
Cycloclasticus sp. P1	385025	species	2363215	439	177	1.59803e-14
Candidatus Ruthia magnifica	386487	species	1160782	561	344	0.0
Moraxella bovoculi	386891	species	13620373	404	213	0.0
Nitratiruptor sp. SB155-2	387092	species	1877931	139	113	0.0
Sulfurovum sp. NBC37-1	387093	species	2562277	210	140	0.0
Halopiger xanaduensis	387343	species	4355268	650	474	0.0
Bartonella australis	388640	species	1596490	244	180	0.0
Pontibacter akesuensis	388950	species	4829559	261	212	0.0
Candidatus Protochlamydia naegleriophila	389348	species	3030375	159	121	0.0
Geosporobacter	390805	genus	0	1	0	0.0
Echinicola	390846	genus	0	13	0	0.0
