  0.00	20	0	S	2218628	                Photorhabdus laumondii
  0.00	20	20	S1	141679	                  Photorhabdus laumondii subsp. laumondii
  0.00	89	0	G	581	              Morganella
  0.00	89	89	S	582	                Morganella morganii
  0.01	1012	7	F	1903410	            Pectobacteriaceae
  0.00	506	89	G	204037	              Dickeya
  0.00	162	0	S	69223	                Dickeya paradisiaca
  0.00	162	162	S1	1224150	                  Dickeya paradisiaca NCPPB 2511
  0.00	86	9	S	556	                Dickeya chrysanthemi
  0.00	49	49	S1	1223569	                  Dickeya chrysanthemi NCPPB 402
  0.00	15	15	S1	1224148	                  Dickeya chrysanthemi NCPPB 3533
  0.00	13	13	S1	1223571	                  Dickeya chrysanthemi NCPPB 516
  0.00	86	32	S	204042	                Dickeya zeae
  0.00	24	24	S1	590409	                  Dickeya zeae Ech586
  0.00	13	13	S1	1427366	                  Dickeya zeae EC1
  0.00	6	6	S1	1224146	                  Dickeya zeae NCPPB 3531
  0.00	4	4	S1	1223567	                  Dickeya zeae CSL RW192
  0.00	4	4	S1	1224153	                  Dickeya zeae MK19
  0.00	3	3	S1	1224147	                  Dickeya zeae NCPPB 3532
  0.00	24	13	S	204038	                Dickeya dadantii
  0.00	8	8	S1	1224149	                  Dickeya dadantii NCPPB 3537
  0.00	3	0	S1	204040	                  Dickeya dadantii subsp. dieffenbachiae
  0.00	3	3	S2	1223574	                    Dickeya dadantii subsp. dieffenbachiae NCPPB 2976
  0.00	23	22	S	204039	                Dickeya dianthicola
  0.00	1	1	S1	1226343	                  Dickeya dianthicola GBBC 2039
  0.00	18	18	S	568766	                Dickeya sp. NCPPB 3274
  0.00	8	8	S	1089444	                Dickeya solani
  0.00	7	7	S	1778540	                Dickeya fangzhongdai
  0.00	2	2	S	2037915	                Dickeya sp. Secpp 1600
  0.00	1	1	S	1225785	                Dickeya sp. DW 0440
  0.00	232	28	G	122277	              Pectobacterium
  0.00	129	57	S	554	                Pectobacterium carotovorum
  0.00	53	53	S1	180957	                  Pectobacterium carotovorum subsp. brasiliense
  0.00	19	0	S1	555	                  Pectobacterium carotovorum subsp. carotovorum
  0.00	13	13	S2	561230	                    Pectobacterium carotovorum subsp. carotovorum PC1
  0.00	6	6	S2	1218933	                    Pectobacterium carotovorum subsp. carotovorum PCC21
  0.00	26	25	S	1905730	                Pectobacterium parmentieri
  0.00	1	1	S1	561231	                  Pectobacterium parmentieri WPP163
  0.00	20	13	S	29471	                Pectobacterium atrosepticum
  0.00	7	7	S1	218491	                  Pectobacterium atrosepticum SCRI1043
  0.00	18	18	S	2042057	                Pectobacterium polaris
  0.00	11	0	S	55208	                Pectobacterium wasabiae
  0.00	11	11	S1	1175631	                  Pectobacterium wasabiae CFBP 3304
  0.00	166	17	G	84565	              Sodalis
  0.00	47	0	S	63612	                Sodalis glossinidius
  0.00	47	47	S1	343509	                  Sodalis glossinidius str. 'morsitans'
  0.00	40	40	S	1239307	                Sodalis praecaptivus
  0.00	38	0	S	1486991	                Candidatus Sodalis pierantonius
  0.00	38	38	S1	2342	                  Candidatus Sodalis pierantonius str. SOPE
  0.00	24	24	S	1929246	                Sodalis endosymbiont of Henestaris halophilus
  0.00	82	0	G	71655	              Brenneria
  0.00	56	56	S	598467	                Brenneria sp. EniD312
  0.00	26	26	S	1109412	                Brenneria goodwinii
  0.00	19	0	G	1082702	              Lonsdalea
  0.00	19	19	S	1082704	                Lonsdalea britannica
  0.01	908	30	F	1903412	            Hafniaceae
  0.00	773	599	G	635	              Edwardsiella
  0.00	101	38	S	636	                Edwardsiella tarda
  0.00	63	63	S1	718251	                  Edwardsiella tarda FL6-60
  0.00	30	24	S	67780	                Edwardsiella ictaluri
  0.00	6	6	S1	634503	                  Edwardsiella ictaluri 93-146
  0.00	27	27	S	93378	                Edwardsiella hoshinae
  0.00	11	10	S	1263550	                Edwardsiella piscicida
  0.00	1	1	S1	1288122	                  Edwardsiella piscicida C07-087
  0.00	2	2	S	1578828	                Edwardsiella sp. EA181011
  0.00	2	0	S	1821960	                Edwardsiella anguillarum
  0.00	2	2	S1	667120	                  Edwardsiella anguillarum ET080813
  0.00	1	1	S	1650654	                Edwardsiella sp. LADL05-105
  0.00	82	12	G	568	              Hafnia
  0.00	41	41	S	546367	                Hafnia paralvei
  0.00	28	20	S	569	                Hafnia alvei
  0.00	8	8	S1	1453496	                  Hafnia alvei FB1
  0.00	1	1	S	1848580	                Hafnia sp. CBA7124
  0.00	23	0	G	82982	              Obesumbacterium
  0.00	23	23	S	82983	                Obesumbacterium proteus
  0.00	92	0	F	1903416	            Budviciaceae
  0.00	61	0	G	82980	              Leminorella
  0.00	61	61	S	158841	                Leminorella richardii
  0.00	31	0	G	82984	              Pragia
  0.00	31	31	S	82985	                Pragia fontium
  0.00	72	0	O1	451511	            unclassified Enterobacterales
  0.00	60	0	G	702	              Plesiomonas
  0.00	60	60	S	703	                Plesiomonas shigelloides
  0.00	12	0	G	447792	              Phytobacter
  0.00	12	12	S	1972431	                Phytobacter ursingii
  0.06	10472	78	O	135619	          Oceanospirillales
  0.04	6826	8	F	28256	            Halomonadaceae
  0.04	6049	306	G	2745	              Halomonas
  0.03	4847	4847	S	2306583	                Halomonas sp. JS92-SW72
  0.00	149	149	S	2136172	                Halomonas sp. SF2003
  0.00	79	79	S	1504981	                Halomonas sp. KO116
  0.00	68	68	S	1346287	                Halomonas sp. A3H3
  0.00	67	67	S	1118153	                Halomonas sp. GFAJ-1
  0.00	63	63	S	1897729	                Halomonas aestuarii
  0.00	59	59	S	475662	                Halomonas beimenensis
  0.00	56	56	S	29571	                Halomonas subglaciescola
  0.00	54	54	S	507626	                Halomonas chromatireducens
  0.00	53	53	S	1178482	                Halomonas huangheensis
  0.00	50	50	S	115561	                Halomonas hydrothermalis
  0.00	42	42	S	2014541	                Halomonas sp. N3-2A
  0.00	37	0	S	2746	                Halomonas elongata
  0.00	37	37	S1	768066	                  Halomonas elongata DSM 2581
  0.00	37	37	S	1971364	                Halomonas sp. GT
  0.00	35	35	S	1883416	                Halomonas sp. 1513
  0.00	30	30	S	1666906	                Halomonas sp. HL-93
  0.00	8	8	S	272774	                Halomonas alkaliphila
  0.00	5	5	S	213554	                Halomonas campaniensis
  0.00	3	3	S	1761789	                Halomonas sp. hl-4
  0.00	1	1	S	1962264	                Halomonas sp. 'Soap Lake #7'
  0.00	439	0	F1	114403	              Zymobacter group
  0.00	203	0	F2	114399	                whitefly endosymbionts
  0.00	203	0	G	235572	                  Candidatus Portiera
  0.00	203	112	S	91844	                    Candidatus Portiera aleyrodidarum
  0.00	91	91	S1	1239881	                      Candidatus Portiera aleyrodidarum BT-QVLC
  0.00	105	0	G	114185	                Candidatus Carsonella
  0.00	105	29	S	114186	                  Candidatus Carsonella ruddii
  0.00	26	26	S1	1202540	                    Candidatus Carsonella ruddii PC isolate NHV
  0.00	15	0	S1	134277	                    primary endosymbiont of Heteropsylla cubana
  0.00	15	15	S2	1202538	                      Candidatus Carsonella ruddii HC isolate Thao2000
  0.00	14	14	S1	1202539	                    Candidatus Carsonella ruddii HT isolate Thao2000
  0.00	10	10	S1	387662	                    Candidatus Carsonella ruddii PV
  0.00	7	7	S1	1202536	                    Candidatus Carsonella ruddii CE isolate Thao2000
  0.00	4	4	S1	1202537	                    Candidatus Carsonella ruddii CS isolate Thao2000
  0.00	80	0	G	33073	                Zymobacter
  0.00	80	80	S	33074	                  Zymobacter palmae
  0.00	51	0	G	1495768	                Candidatus Evansia
  0.00	51	51	S	1495769	                  Candidatus Evansia muelleri
  0.00	164	0	G	204286	              Cobetia
  0.00	164	164	S	28258	                Cobetia marina
  0.00	58	12	G	504090	              Kushneria
  0.00	28	28	S	157779	                Kushneria marisflavi
  0.00	18	18	S	698828	                Kushneria konosiri
  0.00	39	0	G	42054	              Chromohalobacter
  0.00	39	0	S	158080	                Chromohalobacter salexigens
  0.00	39	39	S1	290398	                  Chromohalobacter salexigens DSM 3043
  0.00	35	0	G	404432	              Salinicola
  0.00	35	35	S	1771309	                Salinicola tamaricis
  0.00	34	0	G	376488	              Halotalea
  0.00	34	34	S	376489	                Halotalea alkalilenta
  0.01	1733	73	F	135620	            Oceanospirillaceae
  0.01	871	68	G	28253	              Marinomonas
  0.00	279	0	S	936476	                Marinomonas posidonica
  0.00	279	279	S1	491952	                  Marinomonas posidonica IVIA-Po-181
  0.00	251	251	S	178399	                Marinomonas primoryensis
  0.00	168	168	S	400668	                Marinomonas sp. MWYL1
  0.00	105	0	S	119864	                Marinomonas mediterranea
  0.00	105	105	S1	717774	                  Marinomonas mediterranea MMB-1
  0.00	256	0	G	187492	              Thalassolituus
  0.00	256	214	S	187493	                Thalassolituus oleivorans
  0.00	27	27	S1	1298593	                  Thalassolituus oleivorans MIL-1
  0.00	15	15	S1	1208320	                  Thalassolituus oleivorans R6-15
  0.00	229	0	G	48075	              Marinobacterium
  0.00	229	229	S	1821621	                Marinobacterium aestuarii
  0.00	183	0	G	188907	              Oleispira
  0.00	183	0	S	188908	                Oleispira antarctica
  0.00	183	183	S1	698738	                  Oleispira antarctica RB-8
  0.00	121	0	G	1537406	              Bacterioplanes
  0.00	121	121	S	1249553	                Bacterioplanes sanyensis
  0.00	535	0	F	1920240	            Kangiellaceae
  0.00	535	99	G	261963	              Kangiella
  0.00	149	149	S	1561924	                Kangiella profundi
  0.00	112	112	S	1144748	                Kangiella sediminilitoris
  0.00	101	101	S	914150	                Kangiella geojedonensis
  0.00	74	0	S	261964	                Kangiella koreensis
  0.00	74	74	S1	523791	                  Kangiella koreensis DSM 16069
  0.00	454	2	F	224372	            Alcanivoracaceae
  0.00	368	118	G	59753	              Alcanivorax
  0.00	94	94	S	2014542	                Alcanivorax sp. N3-2A
  0.00	46	0	S	1306787	                Alcanivorax pacificus
  0.00	46	46	S1	391936	                  Alcanivorax pacificus W11-5
  0.00	43	0	S	285091	                Alcanivorax dieselolei
  0.00	43	43	S1	930169	                  Alcanivorax dieselolei B5
  0.00	30	0	S	59754	                Alcanivorax borkumensis
  0.00	30	30	S1	393595	                  Alcanivorax borkumensis SK2
  0.00	24	24	S	1094342	                Alcanivorax xenomutans
  0.00	13	13	S	1113728	                Alcanivorax sp. NBRC 101098
  0.00	84	0	G	2025617	              Ketobacter
  0.00	84	84	S	1917421	                Ketobacter alkanivorans
  0.00	393	0	F	255527	            Saccharospirillaceae
  0.00	272	0	G	230494	              Reinekea
  0.00	272	272	S	1336806	                Reinekea forsetii
  0.00	75	0	G	1445504	              Gynuella
  0.00	75	0	S	1445505	                Gynuella sunshinyii
  0.00	75	75	S1	1445510	                  Gynuella sunshinyii YC6258
  0.00	46	0	G	231683	              Saccharospirillum
  0.00	46	46	S	2161747	                Saccharospirillum mangrovi
  0.00	175	0	F	191033	            Oleiphilaceae
  0.00	175	0	G	141450	              Oleiphilus
  0.00	175	175	S	141451	                Oleiphilus messinensis
  0.00	172	0	F	2066474	            Endozoicomonadaceae
  0.00	172	0	G	305899	              Endozoicomonas
  0.00	172	0	S	1027273	                Endozoicomonas montiporae
  0.00	172	172	S1	570277	                  Endozoicomonas montiporae CL-33
  0.00	106	0	F	224379	            Hahellaceae
  0.00	106	0	G	158481	              Hahella
  0.00	106	0	S	158327	                Hahella chejuensis
  0.00	106	106	S1	349521	                  Hahella chejuensis KCTC 2396
  0.05	7990	33	O	135614	          Xanthomonadales
  0.05	7583	989	F	32033	            Xanthomonadaceae
  0.01	2391	424	G	338	              Xanthomonas
  0.00	551	0	G1	643453	                Xanthomonas citri group
  0.00	551	242	S	346	                  Xanthomonas citri
  0.00	97	97	S1	473426	                    Xanthomonas citri pv. vignicola
  0.00	61	61	S1	473421	                    Xanthomonas citri pv. glycines
  0.00	40	40	S1	76802	                    Xanthomonas citri pv. aurantifolii
  0.00	37	37	S1	473423	                    Xanthomonas citri pv. phaseoli var. fuscans
  0.00	33	33	S1	86040	                    Xanthomonas citri pv. malvacearum
  0.00	30	30	S1	611301	                    Xanthomonas citri pv. citri
  0.00	7	0	S1	454595	                    Xanthomonas citri pv. anacardii
  0.00	7	7	S2	1437881	                      Xanthomonas citri pv. anacardii CFBP 2913
  0.00	4	4	S1	366649	                    Xanthomonas citri pv. fuscans
  0.00	537	19	S	347	                Xanthomonas oryzae
  0.00	355	355	S1	64187	                  Xanthomonas oryzae pv. oryzae
  0.00	163	162	S1	129394	                  Xanthomonas oryzae pv. oryzicola
  0.00	1	1	S2	383407	                    Xanthomonas oryzae pv. oryzicola BLS256
  0.00	213	93	S	339	                Xanthomonas campestris
  0.00	44	15	S1	359385	                  Xanthomonas campestris pv. raphani
  0.00	29	29	S2	990315	                    Xanthomonas campestris pv. raphani 756C
  0.00	41	41	S1	340	                  Xanthomonas campestris pv. campestris
  0.00	35	35	S1	92826	                  Xanthomonas campestris pv. incanae
  0.00	174	27	S	343	                Xanthomonas translucens
  0.00	66	0	S1	134875	                  Xanthomonas translucens pv. translucens
  0.00	66	66	S2	1261556	                    Xanthomonas translucens pv. translucens DSM 18974
  0.00	59	59	S1	152263	                  Xanthomonas translucens pv. cerealis
  0.00	22	22	S1	487909	                  Xanthomonas translucens pv. undulosa
  0.00	114	40	S	456327	                Xanthomonas euvesicatoria
  0.00	57	0	S1	359387	                  Xanthomonas euvesicatoria pv. alfalfae
  0.00	57	57	S2	1365647	                    Xanthomonas euvesicatoria pv. alfalfae CFBP 3836
  0.00	12	0	S1	207721	                  Xanthomonas euvesicatoria pv. allii
  0.00	12	12	S2	1437449	                    Xanthomonas euvesicatoria pv. allii CFBP 6369
  0.00	5	0	S1	189396	                  Xanthomonas euvesicatoria pv. citrumelonis
  0.00	5	5	S2	981368	                    Xanthomonas axonopodis pv. citrumelo F1
  0.00	80	80	S	90270	                Xanthomonas gardneri
  0.00	52	38	S	56460	                Xanthomonas vesicatoria
  0.00	14	14	S1	925775	                  Xanthomonas vesicatoria ATCC 35937
  0.00	46	8	S	1985254	                Xanthomonas phaseoli
  0.00	22	22	S1	317013	                  Xanthomonas phaseoli pv. phaseoli
  0.00	16	0	S1	92828	                  Xanthomonas phaseoli pv. dieffenbachiae
  0.00	16	16	S2	1437877	                    Xanthomonas phaseoli pv. dieffenbachiae LMG 695
  0.00	43	43	S	48664	                Xanthomonas fragariae
  0.00	39	39	S	56458	                Xanthomonas sacchari
  0.00	39	0	S	56450	                Xanthomonas cassavae
  0.00	39	39	S1	1219375	                  Xanthomonas cassavae CFBP 4642
  0.00	25	0	S	29447	                Xanthomonas albilineans
  0.00	25	25	S1	380358	                  Xanthomonas albilineans GPE PC73
  0.00	21	0	S	56454	                Xanthomonas hortorum
  0.00	21	0	S1	487904	                  Xanthomonas hortorum pv. carotae
  0.00	21	21	S2	863365	                    Xanthomonas hortorum pv. carotae str. M081
  0.00	21	0	S	56459	                Xanthomonas vasicola
  0.00	21	21	S1	325776	                  Xanthomonas vasicola pv. vasculorum
  0.00	8	0	S	56448	                Xanthomonas arboricola
  0.00	8	8	S1	195709	                  Xanthomonas arboricola pv. juglandis
  0.00	2	2	S	442694	                Xanthomonas perforans
  0.00	2	0	S	53413	                Xanthomonas axonopodis
  0.00	2	2	S1	1101443	                  Xanthomonas axonopodis pv. commiphoreae
  0.01	2287	178	G	40323	              Stenotrophomonas
  0.01	1402	127	G1	995085	                Stenotrophomonas maltophilia group
  0.01	1064	792	S	40324	                  Stenotrophomonas maltophilia
  0.00	205	205	S1	391008	                    Stenotrophomonas maltophilia R551-3
  0.00	27	27	S1	1163399	                    Stenotrophomonas maltophilia D457
  0.00	16	16	S1	1190567	                    Stenotrophomonas maltophilia EPM1
  0.00	13	13	S1	522373	                    Stenotrophomonas maltophilia K279a
  0.00	11	11	S1	868597	                    Stenotrophomonas maltophilia JV3
  0.00	44	44	S	2072406	                  Stenotrophomonas sp. ZAC14D2_NAIMI4_6
  0.00	36	36	S	2072414	                  Stenotrophomonas sp. ESTM1D_MKCIP4_1
  0.00	35	35	S	2072407	                  Stenotrophomonas sp. YAU14D1_LEIMI4_1
  0.00	28	28	S	2072405	                  Stenotrophomonas sp. ZAC14D2_NAIMI4_7
  0.00	28	28	S	2072408	                  Stenotrophomonas sp. YAU14A_MKIMI4_1
  0.00	16	16	S	2072409	                  Stenotrophomonas sp. SAU14A_NAIMI4_8
  0.00	13	13	S	2072413	                  Stenotrophomonas sp. SAU14A_NAIMI4_5
  0.00	11	11	S	2072412	                  Stenotrophomonas sp. ZAC14A_NAIMI4_1
  0.00	187	187	S	1827305	                Stenotrophomonas sp. MYb57
  0.00	168	168	S	2005046	                Stenotrophomonas sp. WZN-1
  0.00	139	139	S	2303750	                Stenotrophomonas sp. G4
  0.00	90	90	S	216778	                Stenotrophomonas rhizophila
  0.00	76	76	S	128780	                Stenotrophomonas acidaminiphila
  0.00	31	31	S	1904944	                Stenotrophomonas sp. LM091
  0.00	16	16	S	2040586	                Stenotrophomonas sp. Pemsol
  0.01	1357	14	G	68	              Lysobacter
  0.00	765	765	S	84531	                Lysobacter antibioticus
  0.00	257	257	S	69	                Lysobacter enzymogenes
  0.00	159	159	S	435897	                Lysobacter capsici
  0.00	85	85	S	262324	                Lysobacter gummosus
  0.00	55	55	S	1605891	                Lysobacter maris
  0.00	22	22	S	2290922	                Lysobacter sp. TY2-98
  0.00	346	3	G	2370	              Xylella
  0.00	263	114	S	2371	                Xylella fastidiosa
  0.00	67	67	S1	1401256	                  Xylella fastidiosa MUL0034
  0.00	61	61	S1	405440	                  Xylella fastidiosa M12
  0.00	18	0	S1	671135	                  Xylella fastidiosa subsp. sandyi
  0.00	18	18	S2	155920	                    Xylella fastidiosa subsp. sandyi Ann-1
  0.00	3	0	S1	644356	                  Xylella fastidiosa subsp. fastidiosa
  0.00	3	3	S2	788929	                    Xylella fastidiosa subsp. fastidiosa GB514
  0.00	80	80	S	1444770	                Xylella taiwanensis
  0.00	152	0	G	83618	              Pseudoxanthomonas
  0.00	127	96	S	314722	                Pseudoxanthomonas suwonensis
  0.00	31	31	S1	743721	                  Pseudoxanthomonas suwonensis 11-1
  0.00	25	0	S	415229	                Pseudoxanthomonas spadix
  0.00	25	25	S1	1045855	                  Pseudoxanthomonas spadix BD-a59
  0.00	61	1	G	83614	              Luteimonas
  0.00	26	26	S	2006110	                Luteimonas sp. 100111
  0.00	20	20	S	2172536	                Luteimonas sp. 83-4
  0.00	14	14	S	1896164	                Luteimonas sp. JM171
  0.00	374	9	F	1775411	            Rhodanobacteraceae
  0.00	156	0	G	323413	              Dokdonella
  0.00	156	0	S	323415	                Dokdonella koreensis
  0.00	156	156	S1	1300342	                  Dokdonella koreensis DS-123
  0.00	108	10	G	231454	              Dyella
  0.00	46	0	S	231455	                Dyella japonica
  0.00	46	46	S1	1217721	                  Dyella japonica A8
  0.00	29	29	S	1379159	                Dyella jiangningensis
  0.00	23	23	S	445710	                Dyella thiooxydans
  0.00	33	0	G	75309	              Rhodanobacter
  0.00	33	33	S	666685	                Rhodanobacter denitrificans
  0.00	25	0	G	70411	              Frateuria
  0.00	25	0	S	81475	                Frateuria aurantia
  0.00	25	25	S1	767434	                  Frateuria aurantia DSM 6220
  0.00	24	0	G	2233801	              Ahniella
  0.00	24	24	S	2021234	                Ahniella affigens
  0.00	19	0	G	242605	              Luteibacter
  0.00	19	0	S	242606	                Luteibacter rhizovicinus
  0.00	19	19	S1	1440763	                  Luteibacter rhizovicinus DSM 16549
  0.04	6894	0	O	135623	          Vibrionales
  0.04	6894	158	F	641	            Vibrionaceae
  0.02	3928	479	G	662	              Vibrio
  0.01	1125	78	G1	717610	                Vibrio harveyi group
  0.00	292	264	S	670	                  Vibrio parahaemolyticus
  0.00	11	11	S1	1211705	                    Vibrio parahaemolyticus BB22OP
  0.00	9	0	S1	1338031	                    Vibrio parahaemolyticus O1:K33
  0.00	9	9	S2	1338032	                      Vibrio parahaemolyticus O1:K33 str. CDC_K4557
  0.00	8	8	S1	1429044	                    Vibrio parahaemolyticus UCM-V493
  0.00	190	149	S	680	                  Vibrio campbellii
  0.00	31	31	S1	338187	                    Vibrio campbellii ATCC BAA-1116
  0.00	10	10	S1	1224742	                    Vibrio campbellii CAIM 519 = NBRC 15631
  0.00	123	123	S	663	                  Vibrio alginolyticus
  0.00	103	103	S	696485	                  Vibrio owensii
  0.00	90	90	S	669	                  Vibrio harveyi
  0.00	80	23	G2	2315253	                  Vibrio diabolicus subgroup
  0.00	46	46	S	50719	                    Vibrio diabolicus
  0.00	11	11	S	150340	                    Vibrio antiquarius
  0.00	72	72	S	512649	                  Vibrio azureus
  0.00	64	58	S	691	                  Vibrio natriegens
  0.00	6	6	S1	1219067	                    Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759
  0.00	18	18	S	190895	                  Vibrio rotiferianus
  0.00	15	0	S	766224	                  Vibrio jasicida
  0.00	15	15	S1	1280002	                    Vibrio jasicida 090810c
  0.00	333	295	S	672	                Vibrio vulnificus
  0.00	11	11	S1	1219061	                  Vibrio vulnificus NBRC 15645 = ATCC 27562
  0.00	8	8	S1	1246305	                  Vibrio vulnificus Env1
  0.00	7	7	S1	196600	                  Vibrio vulnificus YJ016
  0.00	6	6	S1	216895	                  Vibrio vulnificus CMCP6
  0.00	4	4	S1	914127	                  Vibrio vulnificus MO6-24/O
  0.00	2	2	S1	748003	                  Vibrio vulnificus VVyb1(BT3)
  0.00	212	0	G1	1891919	                Vibrio oreintalis group
  0.00	212	0	S	29498	                  Vibrio tubiashii
  0.00	212	212	S1	1051646	                    Vibrio tubiashii ATCC 19109
  0.00	188	188	S	687	                Vibrio gazogenes
  0.00	166	166	S	190893	                Vibrio coralliilyticus
  0.00	134	134	S	55601	                Vibrio anguillarum
  0.00	131	131	S	689	                Vibrio mediterranei
  0.00	123	123	S	673372	                Vibrio casei
  0.00	92	92	S	76258	                Vibrio rumoiensis
  0.00	86	86	S	28173	                Vibrio nigripulchritudo
  0.00	86	0	S	212663	                Vibrio tasmaniensis
  0.00	86	86	S1	575788	                  Vibrio tasmaniensis LGP32
  0.00	79	79	S	674	                Vibrio mimicus
  0.00	74	70	S	666	                Vibrio cholerae
  0.00	3	3	S1	127906	                  Vibrio cholerae O1
  0.00	1	1	S1	579112	                  Vibrio cholerae M66-2
  0.00	72	0	S	246167	                Vibrio crassostreae
  0.00	72	72	S1	1191300	                  Vibrio crassostreae 9CS106
  0.00	71	71	S	45658	                Vibrio scophthalmi
  0.00	70	70	S	1116375	                Vibrio sp. EJY3
  0.00	64	64	S	29497	                Vibrio splendidus
  0.00	62	62	S	1435069	                Vibrio tritonius
  0.00	60	60	S	676	                Vibrio fluvialis
  0.00	57	57	S	553239	                Vibrio breoganii
  0.00	49	0	S	52443	                Vibrio tapetis
  0.00	49	49	S1	1671868	                  Vibrio tapetis subsp. tapetis
  0.00	37	0	S	29494	                Vibrio furnissii
  0.00	37	37	S1	903510	                  Vibrio furnissii NCTC 11218
  0.00	30	30	S	1534743	                Vibrio hyugaensis
  0.00	22	22	S	2014742	                Vibrio sp. 2521-89
  0.00	15	15	S	2025808	                Vibrio qinghaiensis
  0.00	11	11	S	2163016	                Vibrio sp. dhg
  0.01	2122	3	G	657	              Photobacterium
  0.01	1865	319	S	38293	                Photobacterium damselae
  0.01	1466	1466	S1	85581	                  Photobacterium damselae subsp. damselae
  0.00	80	80	S1	38294	                  Photobacterium damselae subsp. piscicida
  0.00	182	0	S	74109	                Photobacterium profundum
  0.00	182	182	S1	298386	                  Photobacterium profundum SS9
  0.00	72	0	S	1295392	                Photobacterium gaetbulicola
  0.00	72	72	S1	658445	                  Photobacterium gaetbulicola Gung47
  0.00	367	4	G	511678	              Aliivibrio
  0.00	191	75	S	668	                Aliivibrio fischeri
  0.00	60	60	S1	312309	                  Aliivibrio fischeri ES114
  0.00	37	37	S1	388396	                  Aliivibrio fischeri MJ11
  0.00	19	19	S1	1088719	                  Aliivibrio fischeri SR5
  0.00	98	98	S	80852	                Aliivibrio wodanis
  0.00	74	0	S	40269	                Aliivibrio salmonicida
  0.00	74	74	S1	316275	                  Aliivibrio salmonicida LFI1238
  0.00	201	0	G	2042066	              Paraphotobacterium
  0.00	201	201	S	1755811	                Paraphotobacterium marinum
  0.00	60	0	G	246861	              Grimontia
  0.00	60	60	S	673	                Grimontia hollisae
  0.00	58	0	G	188143	              Enterovibrio
  0.00	58	58	S	1927128	                Candidatus Enterovibrio luxaltus
  0.02	3797	85	C1	118884	          unclassified Gammaproteobacteria
  0.02	2530	8	G	655184	            Candidatus Thioglobus
  0.01	2408	2261	S	1427364	              Candidatus Thioglobus singularis
  0.00	147	147	S1	1125411	                Candidatus Thioglobus singularis PS1
  0.00	114	114	S	1705394	              Candidatus Thioglobus autotrophicus
  0.00	564	24	C2	32036	            sulfur-oxidizing symbionts
  0.00	190	190	S	2360	              Bathymodiolus thermophilus thioautotrophic gill symbiont
  0.00	124	0	G	1541743	              Candidatus Ruthia
  0.00	124	0	S	386487	                Candidatus Ruthia magnifica
  0.00	124	124	S1	413404	                  Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)
  0.00	115	0	S	410330	              Calyptogena okutanii thioautotrophic gill symbiont
  0.00	115	115	S1	412965	                Candidatus Vesicomyosocius okutanii HA
  0.00	111	0	S	113267	              Bathymodiolus septemdierum thioautotrophic gill symbiont
  0.00	111	111	S1	1303921	                endosymbiont of Bathymodiolus septemdierum str. Myojin knoll
  0.00	257	0	C2	33811	            unclassified Gammaproteobacteria (miscellaneous)
  0.00	140	140	S	2070539	              Gammaproteobacteria bacterium ESL0073
  0.00	40	40	S	83406	              gamma proteobacterium HdN1
  0.00	40	40	S	2169539	              Gammaproteobacteria bacterium DM2
  0.00	37	37	S	1248727	              endosymbiont of unidentified scaly snail isolate Monju
  0.00	137	0	C2	198346	            Candidatus Baumannia
  0.00	137	60	S	186490	              Candidatus Baumannia cicadellinicola
  0.00	77	77	S1	374463	                Baumannia cicadellinicola str. Hc (Homalodisca coagulata)
  0.00	69	0	G	1524249	            Pseudohongiella
  0.00	69	69	S	1249552	              Pseudohongiella spirulinae
  0.00	61	0	G	745410	            Gallaecimonas
  0.00	61	61	S	2291597	              Gallaecimonas sp. HK-28
  0.00	48	0	G	1608298	            Thiolapillus
  0.00	48	48	S	1076588	              Thiolapillus brandeum
  0.00	25	0	G	349742	            Sedimenticola
  0.00	25	25	S	1543721	              Sedimenticola thiotaurini
  0.00	21	0	G	1273155	            Thiohalobacter
  0.00	21	21	S	585455	              Thiohalobacter thiocyanaticus
  0.02	3144	15	O	72273	          Thiotrichales
  0.01	2121	2	F	34064	            Francisellaceae
  0.01	2018	337	G	262	              Francisella
  0.00	797	797	S	549298	                Francisella halioticida
  0.00	145	49	S	263	                Francisella tularensis
  0.00	88	33	S1	264	                  Francisella tularensis subsp. novicida
  0.00	38	38	S2	984129	                    Francisella cf. novicida Fx1
  0.00	12	12	S2	1450527	                    Francisella tularensis subsp. novicida D9876
  0.00	3	3	S2	1386968	                    Francisella tularensis subsp. novicida PA10-7858
  0.00	2	2	S2	401614	                    Francisella tularensis subsp. novicida U112
  0.00	4	0	S1	135248	                  Francisella tularensis subsp. mediasiatica
  0.00	4	4	S2	441952	                    Francisella tularensis subsp. mediasiatica FSC147
  0.00	3	2	S1	119857	                  Francisella tularensis subsp. holarctica
  0.00	1	1	S2	393011	                    Francisella tularensis subsp. holarctica OSU18
  0.00	1	1	S1	119856	                  Francisella tularensis subsp. tularensis
  0.00	141	120	S	622488	                Francisella hispaniensis
  0.00	21	21	S1	1088883	                  Francisella hispaniensis FSC454
  0.00	127	127	S	1547445	                Francisella sp. FSC1006
  0.00	123	123	S	2007306	                Francisella sp. FDC440
  0.00	106	106	S	1542390	                Francisella sp. CA97-1460
  0.00	83	83	S	573570	                Francisella sp. TX077310
  0.00	53	45	S	28110	                Francisella philomiragia
